?????;??? ??????;??????;???????;????;????????? ????;?????????? ??????;????? ???????;????;???? ????? ???????;??? ????????? ????;??? ???????;????? ??????;?????? ?????;?????;?????;????? ????;?????
Nikoliers.??????? ? ????????? ????????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309089508/;??????;5;10;1;32,3;9 850 000,00 ?;2024;;;;;???????????;???????????? ;54;???????
ID 89413947;???????;https://www.cian.ru/sale/flat/309105751/;??????;6;10;1;48,0;6 300 000,00 ?;2024;;????????;18 ?²;12 ?²;;;41?4;????????
ID 70422271;???????? ?????;https://www.cian.ru/sale/flat/309105255/;??????;18;33;1;23,6;13 200 000,00 ?;2024;;????????;11,6 ?²;5,9 ?²;?????????;?2.3;?2.3;?????????
ID 105571595;???????;https://www.cian.ru/sale/flat/309089259/;??????;19;31;2;39,0;18 900 000,00 ?;2024;;;;20 ?²;???????;???????????? ;29??3;?????????
NEED????????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309089099/;??????;33;42;3;88,6;39 200 000,00 ?;2024;;????????;46,5 ?²;20,5 ?²;???????????;??????????? ;59?7;????????????
Nikoliers.??????? ? ????????? ????????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309088865/;??????;8;10;2;57,5;18 975 000,00 ?;2024;;;;3 ?²;???????????;???????????? ;54;???????
?????-????????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309087660/;??????;6;21;3;79,4;26 000 000,00 ?;2024;;;50,2 ?²;12,3 ?²;???????????; ?????;9?2;????????????
Nikoliers.??????? ? ????????? ????????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309086591/;??????;8;10;4;107,8;35 500 000,00 ?;2024;;;;3 ?²;???????????;???????????? ;54;???????
??????? ???????;????? ?? ????????????;https://www.cian.ru/sale/flat/309085138/;??????;6;6;1;41,2;10 260 000,00 ?;2024;;??? ???????;13,1 ?²;17,8 ?²;;;1.4;????????
ID 12383;???????;https://www.cian.ru/sale/flat/309077712/;??????;4;12;1;31,7;8 400 000,00 ?;2024;;;11,9 ?²;8,8 ?²;; 3-? ???????????????;15?2;????????
Isaev Estate;????? ?? ????????????;https://www.cian.ru/sale/flat/309083384/;??????;2;24;2;58,0;15 300 000,00 ?;2024;;;35 ?²;11 ?²;???????? ?????????;?????????? ?????;92??1;??????????
????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309069973/;??????;9;41;1;37,5;20 000 000,00 ?;2024;;??? ???????;16,8 ?²;14,5 ?²;???????????;??????????? ;59?7;????????????
???;??????????;https://www.cian.ru/sale/flat/309062588/;??????;2;12;3;96,9;32 734 757,00 ?;2024;??????????;????????????, ????????;46,5 ?²;;????????? ????;??????? ;6??1;???????????????
ID 197067;???????;https://www.cian.ru/sale/flat/309057087/;??????;5;41;4;97,1;45 500 000,00 ?;2024;;??? ???????;;;???????;1-? ?????????? ??????;8;???????????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309057054/;??????;29;33;3;95,0;58 000 000,00 ?;2024;;;61,8 ?²;11,5 ?²;???????????;??????????? ;59?8;????????????
???????;??????????;https://www.cian.ru/sale/flat/309103187/;??????;13;14;1;34,7;12 250 904,00 ?;2024;?????????-?????????, ??????????;??? ???????, ????????;21,9 ?²;4,2 ?²;;;?16;????????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309071586/;??????;4;57;1;27,0;15 500 000,00 ?;2024;;??? ???????;14,9 ?²;6 ?²;??????? ????; 4-? ???????? ????;12?2;??????? ????
Estate msk;????? ?? ????????????;https://www.cian.ru/sale/flat/309050142/;??????;3;12;4;100,2;19 400 000,00 ?;2024;;????????;54,8 ?²;28,8 ?²;;;5.1.4;????????
???????;????? ?? ????????????;https://www.cian.ru/sale/flat/309052260/;??????;8;10;3;72,5;23 700 000,00 ?;2024;;;45 ?²;11,5 ?²;?????????;????????? ???????;4/7;????????????
??????? ???;????? ?? ????????????;https://www.cian.ru/sale/flat/309101673/;??????;3;26;1;34,0;14 850 000,00 ?;2024;;;;12 ?²;????????-?????????;??????????? ??????????;10?;???????????
ID 12219619;???????;https://www.cian.ru/sale/flat/309100991/;??????;6;13;2;65,4;85 000 000,00 ?;2024;;????????;;;????????????;;3?4;???? ??????
??????? ???????;????? ?? ????????????;https://www.cian.ru/sale/flat/309100965/;??????;7;9;3;87,0;22 100 000,00 ?;2024;;;41,6 ?²;25,9 ?²;;???????? ???????;1?1;????????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309100900/;??????;3;55;1;41,7;18 500 000,00 ?;2024;;??? ???????;23,8 ?²;7,4 ?²;??????? ????; 4-? ???????? ????;12?1;??????? ????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309100898/;??????;2;13;;31,1;18 000 000,00 ?;2024;;??? ???????;14,6 ?²;8,1 ?²;???????????;?????????? ?????;3;????????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309100895/;??????;23;25;1;20,4;8 990 000,00 ?;2024;;;9,4 ?²;6 ?²;?????????????;????????? ????????;2/2?2;?????????????
??????? ?????????;???????;https://www.cian.ru/sale/flat/309100768/;??????;10;10;2;57,5;18 100 000,00 ?;2024;;;33,8 ?²;10 ?²;?????????;????????? ???????;4/7;????????????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309100751/;??????;18;26;1;34,5;16 500 000,00 ?;2024;;;12 ?²;15 ?²;????????-?????????;??????????? ??????????;10?;???????????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309100749/;??????;18;26;1;33,5;16 500 000,00 ?;2024;;;12 ?²;14 ?²;????????-?????????;??????????? ??????????;10?;???????????
Homeapp;????? ?? ????????????;https://www.cian.ru/sale/flat/309099663/;??????;25;25;1;33,2;13 999 999,00 ?;2024;;;14,5 ?²;11,8 ?²;?????????????;????????? ????????;2/2?2;?????????????
IMMER Group;????? ?? ????????????;https://www.cian.ru/sale/flat/309099646/;??????;5;8;;35,3;17 990 000,00 ?;2024;;;15 ?²;15 ?²;???????????; ??????? ????????;20;?????????? ????
??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309099558/;??????;37;52;1;40,3;18 300 000,00 ?;2024;;;13,1 ?²;14,6 ?²;??????????-?????????;????????????? ??????;1?;?????????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/308252694/;??????;3;4;1;30,6;4 940 161,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899210/;??????;3;6;2;50,6;8 247 725,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306792024/;??????;2;6;2;48,8;8 353 799,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899228/;??????;4;4;2;50,9;8 993 559,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/308108614/;??????;2;6;2;49,8;7 939 663,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899301/;??????;3;6;2;55,7;11 933 623,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899260/;??????;3;6;2;49,3;10 566 229,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306777463/;??????;1;6;2;54,4;11 366 758,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306777462/;??????;1;6;2;50,5;10 549 472,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899242/;??????;4;4;2;58,8;10 860 000,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899146/;??????;2;6;2;57,7;9 834 471,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899231/;??????;2;4;2;67,9;11 970 973,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306777464/;??????;2;4;2;54,9;9 579 689,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306777460/;??????;2;6;2;52,4;11 307 637,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899201/;??????;3;6;2;81,3;14 029 570,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306777467/;??????;2;4;2;65,8;11 600 737,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899261/;??????;4;6;2;50,8;10 947 129,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/306232359/;??????;2;6;2;83,3;14 197 772,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899295/;??????;3;6;2;52,7;11 290 648,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899209/;??????;3;6;2;47,5;8 232 149,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899148/;??????;2;6;2;56,2;9 578 809,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899234/;??????;2;4;2;84,4;14 879 973,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899235/;??????;2;4;;28,6;5 323 213,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899179/;??????;4;6;3;72,6;12 695 252,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899167/;??????;3;6;3;83,8;14 460 984,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899258/;??????;3;6;3;87,7;18 214 798,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899166/;??????;2;6;3;72,6;11 645 148,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?2;?????
MR Group;??????????;https://vidnoye.cian.ru/sale/flat/305977493/;??????;17;17;3;66,3;10 721 419,00 ?;2024;?????????, ??????????;??? ???????, ????????????, ????????;;;;;;
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899205/;??????;3;6;3;83,3;14 374 701,00 ?;2024;;??? ???????;;;;???????? ;15?2;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/305553797/;??????;1;6;;28,3;5 379 729,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/304734059/;??????;3;4;;37,9;6 662 288,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/308252690/;??????;2;4;;31,7;5 040 204,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899280/;??????;1;6;;30,7;5 885 557,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/305876956/;??????;2;4;;36,9;6 486 502,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/304093979/;??????;2;4;;46,1;8 103 733,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?3;?????
MR Group;??????????;https://vidnoye.cian.ru/sale/flat/305977802/;??????;6;17;2;31,6;6 442 712,00 ?;2024;?????????, ??????????;??? ???????, ????????????, ????????;;;;;;
??? ?????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/295310562/;??????;10;16;1;42,6;7 200 000,00 ?;2024;;??? ???????;17,1 ?²;9,9 ?²;?????? ???; ????????;;
????? ???????;????? ?? ????????????;https://kolomna.cian.ru/sale/flat/308762286/;???????;2;3;2;61,9;8 500 000,00 ?;2024;;;;13 ?²;???. ????????; ??????;155?;
R-invest;??????????;https://shchyolkovo.cian.ru/sale/flat/307945840/;???????;10;17;1;41,4;6 319 720,00 ?;2024;?????????;??? ???????, ????????;17,7 ?²;11,1 ?²;;?????????? ?????;13;?????????
R-invest;??????????;https://shchyolkovo.cian.ru/sale/flat/307945912/;???????;14;17;1;40,3;6 980 000,00 ?;2024;?????????-?????????;??? ???????;17,7 ?²;10,4 ?²;;??????? ;4?;?????????
R-invest;??????????;https://shchyolkovo.cian.ru/sale/flat/307945925/;???????;13;17;1;42,1;7 560 100,00 ?;2024;?????????-?????????;??? ???????;19,9 ?²;13,6 ?²;;??????? ;4?;?????????
R-invest;??????????;https://shchyolkovo.cian.ru/sale/flat/307945883/;???????;12;17;1;40,5;7 165 550,00 ?;2024;?????????-?????????;??? ???????;22,4 ?²;9,7 ?²;;??????? ;4?;?????????
?????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/308416216/;???????;5;14;3;87,0;13 735 000,00 ?;2024;;;60 ?²;14 ?²;;??????????? ;16?1;??????????
???????-???????????;????????????? ??;https://podolsk.cian.ru/sale/flat/309088731/;????????;4;17;1;47,8;7 415 200,00 ?;2024;;??? ???????;;;; ?????????;18?2;????????
???????-???????????;????????????? ??;https://podolsk.cian.ru/sale/flat/309088682/;????????;2;17;2;60,6;9 050 610,00 ?;2024;;??? ???????;;;; ?????????;18?2;????????
???????-???????????;????????????? ??;https://podolsk.cian.ru/sale/flat/309088796/;????????;10;17;2;76,4;11 073 650,00 ?;2024;;??? ???????;;;; ?????????;18?2;????????
???????-???????????;????????????? ??;https://podolsk.cian.ru/sale/flat/309088924/;????????;2;17;3;86,6;12 041 730,00 ?;2024;;??? ???????;;;; ?????????;18?1;????????
??? ??????????????;??????????;https://reutov.cian.ru/sale/flat/304520159/;??????;4;20;1;38,4;8 487 000,00 ?;2024;;??? ???????;;;;???????? ????;22;??????
??? ??????????????;??????????;https://reutov.cian.ru/sale/flat/304520165/;??????;8;20;1;39,2;8 663 000,00 ?;2024;;??? ???????;;;;???????? ????;22;??????
??? ??????????????;??????????;https://reutov.cian.ru/sale/flat/304520152/;??????;10;20;1;40,5;8 960 000,00 ?;2024;;??? ???????;;;;???????? ????;22;??????
??? ??????????????;??????????;https://reutov.cian.ru/sale/flat/304520155/;??????;2;20;2;67,2;13 446 425,00 ?;2024;;??? ???????;;;;???????? ????;22;??????
Century 21 ????????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/301525454/;??????;21;25;1;30,0;7 050 000,00 ?;2024;;;18 ?²;;;????????? ????????;45;??????????
ID 92165328;???????? ?????;https://reutov.cian.ru/sale/flat/308301410/;??????;19;25;1;33,0;9 800 000,00 ?;2024;;;16 ?²;10 ?²;;????????? ????????;45;??????????
MR Group;??????????;https://www.cian.ru/sale/flat/305596910/;??????;19;30;4;99,3;39 831 637,00 ?;2024;?????????-?????????, ??????????;????????????;54,4 ?²;24,7 ?²;????????????;????????????? ????????;32/5?3;????????????? ????????
AR Realty - Real Estate Agency;????? ?? ????????????;https://www.cian.ru/sale/flat/305054943/;??????;4;41;4;133,4;63 500 000,00 ?;2024;;;;;????????-????????;????????????? ??????????;34?5;????????
BE FREE;????? ?? ????????????;https://www.cian.ru/sale/flat/305981900/;??????;5;18;4;143,0;91 000 000,00 ?;2024;;;;40 ?²;????????-????????; ???????;10;????????????
??????;??????????;https://odintsovo.cian.ru/sale/flat/306263787/;????????;4;4;2;61,9;12 410 000,00 ?;2024;?????????-?????????, ??????????, ?????????;??? ???????, ????????????, ????????;55,9 ?²;;;;;
??? ?????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/302840232/;??????;6;16;2;51,3;7 990 000,00 ?;2024;;??? ???????;26,8 ?²;10,4 ?²;???. ????????;?????? ???????;13;
????21;??????????;https://krasnogorsk.cian.ru/sale/flat/275931829/;???????????;2;6;5;117,3;27 549 598,00 ?;2024;;??? ???????;;;;????? ???????;1;???????
INGRAD;??????????;https://odintsovo.cian.ru/sale/flat/304760956/;????????;24;24;5;113,8;24 894 856,00 ?;2024;??????????;??? ???????, ????????;;7,2 ?²;;;6;????????
INGRAD;??????????;https://odintsovo.cian.ru/sale/flat/304760960/;????????;24;24;5;113,8;21 994 437,00 ?;2024;??????????;??? ???????, ????????;;7,2 ?²;;;5;????????
RDI;??????????;https://vidnoye.cian.ru/sale/flat/305655160/;??????;7;9;1;36,7;6 064 000,00 ?;2024;;????????????;13,1 ?²;10,5 ?²;;;;
???????;??????????;https://domodedovo.cian.ru/sale/flat/308648039/;??????????;3;12;1;32,3;7 595 432,00 ?;2024;?????????-?????????, ??????????;??? ???????, ????????;9,4 ?²;15,1 ?²;?. ??; ?????????;15;
???????;??????????;https://odintsovo.cian.ru/sale/flat/308656620/;????????;5;9;1;35,3;7 421 427,00 ?;2024;?????????-?????????;??? ???????, ????????;10,4 ?²;17,5 ?²;;;;
???? ????????;???????;https://pushkino.cian.ru/sale/flat/301620059/;???????;9;13;1;31,0;5 990 000,00 ?;2024;;????????;12,3 ?²;10 ?²;;;;
????? ??????;????? ?? ????????????;https://odintsovo.cian.ru/sale/flat/308517499/;????????;18;25;1;41,6;7 450 000,00 ?;2024;;??? ???????;;10 ?²;;;10;????????
;;https://mytishchi.cian.ru/sale/flat/308793841/;??????;3;9;1;30,6;5 272 732,00 ?;2024;;;;;?. ????????; ??????????;8;
??????? ????????;???????;https://solnechnogorsk.cian.ru/sale/flat/302947890/;?????????????;15;16;5;189,8;28 470 000,00 ?;2024;;;;40 ?²;?????????????; ???????????;24;
????? ????????????;???????;https://khimki.cian.ru/sale/flat/306930282/;?????;8;8;5;170,0;24 140 000,00 ?;2024;;;;;????????????? ??-?; ?????????;6;
???????;??????????;https://khimki.cian.ru/sale/flat/308920693/;?????;6;12;1;34,4;6 036 870,00 ?;2024;?????????-?????????;??? ???????, ????????;14,9 ?²;11 ?²;;;;
??????;??????????;https://odintsovo.cian.ru/sale/flat/303626646/;????????;2;4;1;29,1;6 956 000,00 ?;2024;?????????-?????????, ??????????, ?????????;??? ???????, ????????????, ????????;23,1 ?²;;;;;
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/308252694/;??????;3;4;1;30,6;4 940 161,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;; ????????;;?????
??? ??????????????;??????????;https://reutov.cian.ru/sale/flat/304520161/;??????;4;20;1;40,5;8 949 000,00 ?;2024;;??? ???????;;;;???????? ????;22;??????
WHITE BROKER;????? ?? ????????????;https://krasnogorsk.cian.ru/sale/flat/308568567/;???????????;7;34;1;35,0;8 150 000,00 ?;2024;;????????;;;;;?13;????????
??? ?????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/297485698/;??????;6;8;1;27,5;5 380 000,00 ?;2024;;??? ???????;13 ?²;5,3 ?²;???. ????????;?????? ???????;7;
?????????? 15;??????????;https://vidnoye.cian.ru/sale/flat/302899308/;??????;5;6;1;43,8;9 477 204,00 ?;2024;?????????-?????????;??? ???????, ????????????;;;;???????? ;15?1;?????
????21;??????????;https://krasnogorsk.cian.ru/sale/flat/276781249/;???????????;2;6;1;40,2;12 135 612,00 ?;2024;;??? ???????;;;;????? ???????;1;???????
??????? group;????? ?? ????????????;https://krasnogorsk.cian.ru/sale/flat/305779737/;???????????;12;31;1;33,7;9 950 000,00 ?;2024;;????????;13,5 ?²;12,5 ?²;;;?13;??????? ????
?????? ???;??????????;https://lyubertsy.cian.ru/sale/flat/298000325/;???????;9;25;1;38,6;9 667 446,00 ?;2024;??????????;??? ???????, ????????, ????????;;13,1 ?²;; ?????????;6;???????
INGRAD;??????????;https://pushkino.cian.ru/sale/flat/304078515/;???????;13;13;1;33,5;6 130 265,00 ?;2024;?????????-?????????, ??????????;??? ???????, ????????;;11,2 ?²;;;?27;??????????
ID 81955984;???????? ?????;https://domodedovo.cian.ru/sale/flat/308567885/;??????????;6;17;1;41,0;9 450 000,00 ?;2024;;????????;27,4 ?²;4,1 ?²;;;;
